utt_id,ref,hyp,cer
SD2100125-SDRW2100000126.1.1.285,젊었을 때 기억나는지 모르겠네요 뭐냐면,아어 지 제 제을을 도 기어나 아니고 그 는 면,0.9523809523809523
SD2100145-SDRW2100000145.1.1.50,어 진짜 바쁘겠다,아어 이제게 나 하게다,0.8888888888888888
SD2100145-SDRW2100000146.1.1.204,아 그때 영화 촬영장있었나,아 그 데 이어 라  있나,0.5714285714285714
SD2100145-SDRW2100000146.1.1.55,넌 어떤 식으로,나 는 어다 지을,0.875
SD2100148-SDRW2100000147.1.1.276,짧게 갈 수도 있고 길게 갈 수도 있는데,게 가 거도 있고 기게 가 지도 있는데,0.2727272727272727
SD2100168-SDRW2100000167.1.1.171,기분 나빴던 거 얘기하고,기은 나다 거 이기하고,0.3076923076923077
SD2100168-SDRW2100000168.1.1.162,헐 근데 그건 좀 기분 나쁘다,어라 그데 그거   기 나다,0.4375
SD2100176-SDRW2100000175.1.1.186,더불어 사는 세상이잖아 아니 근데 세상에,거을어서 하는 지 해이 이있아 아니 그데에 이 이에,0.6818181818181818
SD2100195-SDRW2100000196.1.1.80,저기 뭐야 그 사는 것도 인제 자기가 버니까 엄마한테 손 안 벌리고 애들이 전자제품도 다,이 제기 거 그 하는 거도 이제 기가 그 거니고 그 아니 는 는 서 아 들이고 아들이 제 제도 다,0.5918367346938775
SD2100207-SDRW2100000208.1.1.112,우리도 이제 아플 때는 또 아이고,도 이제 아을 데는  아이,0.3333333333333333
SD2100207-SDRW2100000208.1.1.2,스읍 버스를 탄다고 하면은,그서    그면은,0.6428571428571429
SD2100217-SDRW2100000217.1.1.213,항상 멍들어 가지고,그  들어 가지고,0.3
SD2100217-SDRW2100000218.1.1.28,그 좌석이 좀,그 그 지이,0.7142857142857143
SD2100223-SDRW2100000224.1.1.380,회사에서 일 하시고 나중에 지금은 뭐,그  해에서 이하고 나에 지은,0.55
SD2100232-SDRW2100000231.1.1.327,오우 완전 완전 그거네,어하 아 아 그거,0.5833333333333334
SD2100232-SDRW2100000231.1.1.343,뭐가 슬프다,그 가 아다,0.6666666666666666
SD2100284-SDRW2100000284.1.1.133,한 5시 반에 일어나 가지고 준비를 하고 나와야 되니까,하 다서 이  에 이어나 가지고 그 그 하고 나가 하니,0.4666666666666667
SD2100315-SDRW2100000316.1.1.226,맞는 거 같아,는 거 아,0.2857142857142857
SD2100315-SDRW2100000316.1.1.273,그 당산에서 양천 02 번을 타 그러면,그그 그 다 에서 이 그  고이 은을 다 그면,0.6666666666666666
SD2100315-SDRW2100000319.1.1.133,친구기 때문에 더 힘든 게 있다고,고기기 들에 다 다 해들 게 있다고,0.5
SD2100346-SDRW2100000345.1.1.232,좀 더 예쁘게 아주 좀 부티나게,도 이 이게 아니 그 그 하게,0.5294117647058824
SD2100346-SDRW2100000345.1.1.401,롯데 음식 푸드 자주 가거든 중요한 거야 아빠가 꼭,어 그데 에제 도 도 가거나 그 을 아에가 고,0.6071428571428571
SD2100346-SDRW2100000346.1.1.455,아 직장은 아닌데 지방이라도 가까운 지방 경기도 어딘데,아이 지은 아니 데는지 지이라도 그 가가은 지은 기도 어는데,0.5
SD2100374-SDRW2100000373.1.1.133,그때 술 먹고,그제 서 있고,0.42857142857142855
SD2100397-SDRW2100000397.1.1.209,1등도 아니고 2등 했는데,이 들 도 아니고 이  있는데,0.5
SD2100397-SDRW2100000398.1.1.207,어 막 엄청 불편했다거나 그런 경험까지는 없었던 거 같아,어 어  아 어 어 어 어 어 아 아 어  도  하다 거나 그 그은 그 그어 가지는 있어는 거 아,1.2258064516129032
SD2100399-SDRW2100000399.1.1.350,근데 솔직히 카톡을 하잖아,그데 그 이 그 하 을 하지아,0.6428571428571429
SD2100406-SDRW2100000405.1.1.259,그래서 집에 아주 잘 보관 중이거든,그기서 지에 아도 제 고가 이거,0.42105263157894735
SD2100432-SDRW2100000432.1.1.231,그건 매우 잘한 일이구나,그거는 면 다하 이이나,0.6153846153846154
SD2100470-SDRW2100000489.1.1.27,나중에 싼 걸로,나지에 서  거,0.5
SD2100470-SDRW2100000490.1.1.152,그 우리 아들한테 내가 그 이야기를 했어 그러니까,그그니서  아들 하데는 제가 그 이기 해어 그하니,0.5185185185185185
SD2100470-SDRW2100000491.1.1.153,그래서 1년에 석 달씩은 꼭 해야지 하고 있는데,그서 이 에 서 다 지은  해어지 하고 있는데,0.34615384615384615
SD2100470-SDRW2100000492.1.1.38,그 금산에 있잖아 그래서 이번에 휴가를,그 그 에 있지아 그 가지고 이에 이가들,0.47619047619047616
SD2100472-SDRW2100000494.1.1.23,그래 말투가 이상해져서 얘기하고 싶지 않지만,그도 나 도가 이제해지서 이기하고 있지 지,0.4166666666666667
SD2100476-SDRW2100000502.1.1.101,대신에 또 그거 급여 같은 거는 딱 보장이 돼 있는 거잖아,그 데 에 도 그거 그   은 거는은는 다 고이 어 있는 거아,0.46875
SD2100476-SDRW2100000504.1.1.160,등산이 건강에 얼마나 좋니 산 좀 가 이랬잖아,아니이 들 이 이 거 에 아나나 지니 은  가 이 있아,0.68
SD2100502-SDRW2100000555.1.1.8,머신 건 켈리 노랜데,어 있 거은 게이에이 도은데,1.0
SD2100502-SDRW2100000558.1.1.328,그러면은,그면은,0.25
SD2100503-SDRW2100000561.1.1.102,그 소스를 따로 준단 말이야 지금 내 소스 발음에 웃은 거지,그 그 서  을 다어 지 다는 그이아 지은 나 서 다에 있은 거지,0.6363636363636364
SD2100503-SDRW2100000562.1.1.228,맞아 나도 근데 말티즈나 푸들이 가장,아아 나도 그데 아이 지나 아 들이 가,0.45
SD2100526-SDRW2100000603.1.1.11,즘 약간의 그 좀 억세지니까 너는 옛날에 해 먹은 거 보다 더 맛있고 좋았었어,지 이 그 지 어어어지니거는 이 해 하 그  거 다 다 도 아있 고 들아어,0.5813953488372093
SD2100526-SDRW2100000603.1.1.50,응 또 그거 카드로 하면 좀 더 비싸다 길래,어 도 그거 그 하들라 하면 그 다 도 다 하라,0.5416666666666666
SD2100526-SDRW2100000604.1.1.345,걱정하지 마라 너무,거  하지 아,0.8
SD2100543-SDRW2100000639.1.1.255,말을 안 하는 것들이 훨씬 많거든요 우리끼리는 왜,나을 아 하는 거들이 다 하   거    그 그이는,0.6296296296296297
SD2100543-SDRW2100000641.1.1.13,음 이 우리가 시간이 한정되어 있으니까,어 이게 어 가 이 기 가이 하 하어 있어니,0.6666666666666666
SD2100547-SDRW2100000650.1.1.108,글쎄요 지금 또 무슨 정책이 조금 뭐,지은도 도 그 아은 그 지 이 도은,0.75
SD2100547-SDRW2100000650.1.1.309,품귀 현상이니까 나왔다 하면,은기 은  이니가 나아다 하면,0.4666666666666667
SD2100548-SDRW2100000647.1.1.133,그렇게 많은 돈을 들여서 사는 거에 대해서 어떡하냐고,그게 나은 도을 들어서 서는 거에 해서 어하하고,0.27586206896551724
SD2100548-SDRW2100000647.1.1.143,그래서 사람들이 인제 억 단위면 이거 세금을 내야 되지 않니,그해서 서 들이 이제 어 다니면 이거 서거을 나아 하지 니,0.3939393939393939
SD2100549-SDRW2100000654.1.1.286,먹을 수 있거든 최소 주문 금액 13000원 막 이러니까,을 거 있거은 제서 지 은 그 에  면  서  하  이하니,0.6774193548387096
SD2100556-SDRW2100000664.1.1.136,아닌 걸로 알고 있는데 왜냐하면 나,아는 거 아고 있는데 아하면 가,0.3684210526315789
SD2100559-SDRW2100000672.1.1.166,나도 그냥 서울 살면서 느낀 점을 말해 보자면은,나도 그면 서을 하면서 이은 는  들을 그 해 하다면은,0.5
SD2100567-SDRW2100000688.1.1.133,헤 그래서,그서,0.6
SD2100569-SDRW2100000692.1.1.2,요즘에,이에,0.6666666666666666
SD2100570-SDRW2100000693.1.1.40,응 사람들이 많은 거 같아,어 나들이 은 거 아,0.35714285714285715
SD2100570-SDRW2100000693.1.1.63,근데 염따가,그 다가,0.6666666666666666
SD2100571-SDRW2100000695.1.1.97,들 친구들 결혼식에는 본 적 없는 거 같아,그 데 그 지 들 이 그 은 에는   지 있는 거 아,0.7391304347826086
SD2100593-SDRW2100000739.1.1.170,팁은 따로 없는데,기이은는 다  는데,0.6666666666666666
SD2100593-SDRW2100000739.1.1.198,혼자서 준비하기보다 약간 컨설팅의 도움을 받아서,그 서서 도 하기  다 이 그 서 에 도을 아서,0.6153846153846154
SD2100593-SDRW2100000739.1.1.275,워라밸이 가장 중요한 거긴 하지만 나도 너랑 마찬가지로,어 라 이 가이 가 가제 이 거기 하지 나도 나라 아 가지도,0.5666666666666667
SD2100606-SDRW2100000762.1.1.73,프로그램은 많으니까,그 서어그에은 있니,0.8
SD2100606-SDRW2100000765.1.1.167,좀 많이 춥지 않을까,도 아이 있지 아을,0.45454545454545453
SD2100629-SDRW2100000810.1.1.2,두부랑 오빠 이제,아고라  이제,0.5555555555555556
SD2100629-SDRW2100000813.1.1.157,그것도 일종의 회사라고 볼 수 있겠지 사람이 적지 않으니까,그데 그거도 이제에 해 라고 을 거 있게지 이이 가지 아을니,0.5625
SD2100629-SDRW2100000813.1.1.93,남들의 시선에,나들은 이 이,0.7142857142857143
SD2100636-SDRW2100000825.1.1.229,사회의 모든 것들이 그 사람에게,그 이 하 해 제이 그 그 에게,0.5882352941176471
SD2100636-SDRW2100000825.1.1.50,그냥 끝내고 싶어 하는 그런 것도 있지 않을까,그게 그나고 어 하는 그 거도 있지 아을,0.32
SD2100642-SDRW2100000837.1.1.120,그리,그이,0.5
SD2100643-SDRW2100000839.1.1.5,정해인 알지 당연히,해이 나이지 은 이,0.7
SD2100643-SDRW2100000840.1.1.192,고양이 밥 많이 줘,고아이 다 아이 지,0.4
SD2100643-SDRW2100000840.1.1.26,근데 난 반대로 강아지를 키우고 있으니까 고양이가 키우고 싶었는데,그데  나는 는 은 데도 그아지들 기고 있어니가 고아이가 기고 있은데,0.6111111111111112
SD2100651-SDRW2100000854.1.1.40,만남들이 많이 예,나들이 이 에,0.4444444444444444
SD2100664-SDRW2100000875.1.1.377,이게 좀 계속,이게이이   그,0.7142857142857143
SD2100664-SDRW2100000877.1.1.23,길 어떤 긴 내가 아무것도 안 하고 오,기은 어들 기 데가 아 거도 아 하 고,0.47619047619047616
SD2100667-SDRW2100000884.1.1.183,그 수업을 하필 내가 들어가서,그 그 기그을 하해 데가 들어가서,0.375
SD2100667-SDRW2100000885.1.1.79,그 내공이 확실히,그 나 고이 하 하,0.6666666666666666
SD2100687-SDRW2100000926.1.1.172,근데 우리가 만약에,그데 이가 나 에,0.5
SD2100687-SDRW2100000926.1.1.242,이제 사람과 사람에 있어서 이제,이제 이  이 있어서 이제,0.35294117647058826
SD2100691-SDRW2100000931.1.1.220,내 앞에서 막 지나가니까,그 나 에서  지나가니,0.38461538461538464
SD2100691-SDRW2100000932.1.1.249,물어 보시고,들어 고,0.5
SD2100691-SDRW2100000932.1.1.79,안정된 직장,아 도 는는 지,1.1666666666666667
SD2100707-SDRW2100000962.1.1.93,하나둘씩 인제 안 좋은 곳이 발견이 되더라고,하나 들이 기 이제 아 은 거이 다면이 라고,0.5416666666666666
SD2100707-SDRW2100000963.1.1.254,내가 진짜 책임지지 못할 바에야,나가 지지 지지지지 고 하 거에,0.5882352941176471
SD2100707-SDRW2100000964.1.1.242,열심히 했잖어 뭐 한 아이는,그 지  하나이는,0.6666666666666666
SD2100707-SDRW2100000964.1.1.249,얘네들이 어릴 때 뭐 젊을 때,이기들이 어을 데 어 을 데,0.4375
SD2100725-SDRW2100000997.1.1.196,이쪽이 떨어지면,이에 다어지면,0.375
SD2100725-SDRW2100000999.1.1.297,걔네가 인제 그게 실화래,게가 이제 그게이 어해,0.5384615384615384
SD2100730-SDRW2100001305.1.1.308,그쪽에는 형부가,그 에는 이가,0.375
SD2100734-SDRW2100001315.1.1.81,그게 보통 일이 아닌 거 같아,그게 고  이 아니 거 아,0.3125
SD2100765-SDRW2100001377.1.1.216,제 동생이랑 만난지 한 2년 아직 안 됐는데,제해 도 이이라 면나 지 는 이 이는은 아지 아 있는데,0.7083333333333334
SD2100765-SDRW2100001378.1.1.151,와 멋있다,아 어있다,0.4
SD2100765-SDRW2100001379.1.1.178,아니라고 보거든요,아니라고 하거는,0.3333333333333333
SD2100782-SDRW2100001408.1.1.205,투자를 하는 게 맞다고 생각을 하,이게이 이 하는 게 있다고 해,0.6111111111111112
SD2100782-SDRW2100001409.1.1.261,그런 거 보니까 요새는,그은 거 하니고 이제는,0.4166666666666667
SD2100782-SDRW2100001410.1.1.44,그래서 저는 어떻게든,어 그해서 나는 어하게,0.5454545454545454
SD2100788-SDRW2100001422.1.1.171,건너게 하고,거나게하고,0.5
SD2100788-SDRW2100001422.1.1.238,강아지들을 생각하면,가아지들을 어하면,0.3
SD2100788-SDRW2100001423.1.1.168,근데 나는,그데 나는,0.2
SD2100795-SDRW2100001437.1.1.242,프랑스에서는 지하철 자체를,그서 에 서는 지하  그 가제,0.6428571428571429
SD2100795-SDRW2100001438.1.1.151,해소하는 데는 도움이 될 수 있을지도 몰라,해서 하는 데는 도이 들 지 있을지도 라,0.2608695652173913
SD2100812-SDRW2100001469.1.1.20,학교를,고 고,1.0
SD2100812-SDRW2100001469.1.1.275,있었다,있어다,0.3333333333333333
SD2100824-SDRW2100001492.1.1.88,돌아가면서 한 번씩,들아 가면서 그 하  거은,0.8
SD2100824-SDRW2100001492.1.1.96,그,그,0.0
SD2100824-SDRW2100001495.1.1.112,그래서,그서,0.3333333333333333
SD2100824-SDRW2100001495.1.1.270,그,그,0.0
SD2100836-SDRW2100003316.1.1.133,선택을 내리시는 분이,그  서 을 나이는 이,0.8181818181818182
SD2100836-SDRW2100003318.1.1.317,내가 생각하기로는 모든 수술은 사실,제가 제 하기에는는 는 어 들 는 기들은 다,0.8421052631578947
SD2100851-SDRW2100003351.1.1.134,어 나쁘지 않다 생각하지만,어 나하지 아다 고 해하지,0.42857142857142855
SD2100852-SDRW2100003348.1.1.154,최근에,에,0.6666666666666666
SD2100852-SDRW2100003351.1.1.153,거기 자동차 밑에 고양이 밥 그릇이,거기 다 다  이에 고이 다 그이,0.42105263157894735
SD2100889-SDRW2100003412.1.1.253,우리 반은 열여덟 명인가 그 정도 될 꺼야,그니 아 은  다 이가 그 도  거,0.5652173913043478
SD2100903-SDRW2100003442.1.1.65,그 요즘에 그런 엄청난 좋은 스마트폰이 아니라,그 이 이에 그 그은 거 어 나  은 아라이 아니라,0.6
SD2100914-SDRW2100003459.1.1.161,그래서 이제 그것 때문에 한번,그기서 이제 그거 들에 하,0.375
SD2100914-SDRW2100003462.1.1.295,약간 그런 부분도 있을 수도 있고,그어니  아 그 그 그 기 도 있을 도 있고,0.7222222222222222
SD2100928-SDRW2100004001.1.1.184,어,어,0.0
SD2100928-SDRW2100004001.1.1.279,어 그렇다 그러면 하나의,어 그다 그면 하나에,0.23076923076923078
SD2100946-SDRW2100004036.1.1.79,좀 몸에 무리가 올 때도 있기는 해,이제지 이에 이가  데도 있기는 해,0.42105263157894735
SD2100946-SDRW2100004036.1.1.8,지금 건강에 대해서 더 많이 신경을 쓰고 있는데,지은 거 에 들해서 다 이 이 하고 있는데,0.38461538461538464
SD2100946-SDRW2100004037.1.1.324,시시 티브이가 필요하지 않을까라고 생각을 해,그  지  지 제 이 이가 이 기하지 아을거 라고 해 을 해,0.7916666666666666
SD2100946-SDRW2100004038.1.1.121,또는 뭐 정말,도는 그 제,0.5714285714285714
SD2100948-SDRW2100004039.1.1.50,한 40분 정도를 더 걷게 되고 그게 한 5 6000보 되는,하  서  은 그도을 도 그게 들고 그게이 하 어    에는,0.6060606060606061
SD2100948-SDRW2100004039.1.1.83,7층은 좀 무슨 일을 마치고 가니까 버거워서,지 은 지 어은 이을 가지고 에 가 어 서,0.5833333333333334
SD2100959-SDRW2100004107.1.1.114,그러고 나서 이제 진짜로 이제 알고,그거고 나서가 이제 제 이제 고,0.3157894736842105
SD2100972-SDRW2100002556.1.1.121,안 읽으면 되는 거고 그러면 그 사람들은 안 쓰게 되지 않을까,아 있어면 데는 거고 그면은 그 나들은  서게 들지 아을가,0.38235294117647056
SD2100973-SDRW2100003833.1.1.135,노래방에서는 주로 무슨 노래 부르지,도이  에서는 그 지어 이은 거에 지,0.6842105263157895
SD2100977-SDRW2100004142.1.1.187,일하는 사람들이다 보니까,이 하는 서들이다 그니,0.46153846153846156
SD2100980-SDRW2100004147.1.1.56,렌탈 응 제주도에서 렌탈,어아 제제도에서 는,0.5384615384615384
SD2100992-SDRW2100004289.1.1.131,어 원래는 이제 내가 으 워너원을 이제 내가,어 는 이제 나가 하 어 어어 어을 이제 가,0.4583333333333333
SD2100992-SDRW2100004289.1.1.213,어 그에 맞는 비난을 받아야 된다고 생각을 해,어 그  에 있는 기나을 가아가 다다고 해을 해,0.4
SD2101008-SDRW2100001013.1.1.25,캐나다는 이제 모집하는 기간도 딱딱 있고,해나나는 이제 어지하는 기가도 다 있고,0.3181818181818182
SD2101008-SDRW2100001058.1.1.103,그 인식이 지금까지 왔는데 그,그 이 이 지은지 있는데 그,0.3125
SD2101017-SDRW2100001021.1.1.3,누가 기대 돼,니가 기도들,0.5714285714285714
SD2101017-SDRW2100001022.1.1.131,name1이는 애들이랑 연락 안 할 걸 나랑만 할 걸,그 이 이 도 아들이라 은 은 하 거 나라 을거,0.6551724137931034
SD2101018-SDRW2100001022.1.1.239,하루 종일 하는 거래,하도 이라는 거에,0.5454545454545454
SD2101018-SDRW2100001022.1.1.395,잘 나오는 시간에 많이 잡아야지,다이 나어는 기가에 이 들아지,0.47058823529411764
SD2101018-SDRW2100001024.1.1.310,나도 몰랐지,나도 어라지,0.3333333333333333
SD2101022-SDRW2100001030.1.1.303,열심히 안 해서 그런가 봐 name1아,그   해서 그 그 가 해 고 고 해 이아,0.7142857142857143
SD2101022-SDRW2100001031.1.1.194,아닐까 어떻게 생각해 name아,아니가 어어게 그 해 다 그 이,0.5882352941176471
SD2101026-SDRW2100001037.1.1.388,x 좋은 거 같아요 그런,그 은 거 아 그,0.38461538461538464
SD2101027-SDRW2100001041.1.1.221,예쁜 거 있으면 집안도 꾸미고 싶고,에은 거에 있이면 지 도 그 고기고 있고,0.5789473684210527
SD2101027-SDRW2100001044.1.1.319,친구들도,그 이그들도,1.0
SD2101035-SDRW2100001060.1.1.198,name2 교수님 같은 경우도 좀,그   이 이 이 이 이 이 이 은 거 도,1.0555555555555556
SD2101035-SDRW2100001060.1.1.23,고르려고 하고 있어,고라고 하고 있어,0.2
SD2101038-SDRW2100001061.1.1.393,그거 쉬웠던 거 같은데 내 기억에,어그거 이 이어 거 은데 나 기에,0.4444444444444444
SD2101038-SDRW2100001062.1.1.418,어 너 진짜 어울리겠다,어 나 그 어 어 어어을지게다,0.8333333333333334
SD2101038-SDRW2100001063.1.1.230,존댓말 쓰는 것도 싫긴 한데,도 데면 서는 거도 있기 하데,0.6
SD2101055-SDRW2100001100.1.1.179,라는 걸 알 수 있도록,라은 거 아  있도,0.4166666666666667
SD2101055-SDRW2100001100.1.1.385,그래 가지고,그 가지고,0.16666666666666666
SD2101086-SDRW2100001160.1.1.233,가졌잖아,가지지아,0.5
SD2101086-SDRW2100001160.1.1.288,정확히 뭘 뭘 말하는 거야,그 이  을 그하는 거,0.5
SD2101086-SDRW2100001160.1.1.55,멀리 봤을 때는 좀 괜찮지 않나,이 있을 데에는 그 그 거 아지 나,0.7058823529411765
SD2101088-SDRW2100001166.1.1.21,어 어느 정도 인제 미디어 노출하고,어 어어  도 해 이제 니 어에 도 하고,0.5263157894736842
SD2101088-SDRW2100001166.1.1.22,같이 보는 것도 공유하고 게임도 공유를 하고,가이 고는 거도 고 하고 게이도 고 하고,0.375
SD2101088-SDRW2100001166.1.1.96,지금 세대에는 스마트폰을 많이 이용하고 있기 때문에,지은 제데에는  그 아 라이 을 하이 이 이어하고 있기 기 기 에,0.6785714285714286
SD2101092-SDRW2100001171.1.1.73,굉장히 좋아해서 오늘도,그게  들아해해서 어도,0.5833333333333334
SD2101092-SDRW2100001174.1.1.165,저는 일거수일투족이 너무나,제는 이 거 서 이 도 들이 나,0.8571428571428571
SD2101094-SDRW2100001176.1.1.3,우리가 살아가면서 그래도 참 재미를 느낄 수 있는 거,그이가 서아 가면서 그라도 그 제 이 제이을 을 이 있는 거,0.5172413793103449
SD2101100-SDRW2100001188.1.1.239,본인이 싫어도,이 들어도,0.42857142857142855
SD2101100-SDRW2100001190.1.1.111,뭐 중독될까 봐 하지 말아야 된다고 하면,어 어 제도 들가 다 하지 아아 아  다고 하면,0.5909090909090909
SD2101120-SDRW2100001207.1.1.2,학교 선생님의 장점과,그그 하    서 서  들에 이 가,1.5454545454545454
SD2101120-SDRW2100001207.1.1.246,영양사님이 바뀌고,그제 이이 다기고,0.6666666666666666
SD2101120-SDRW2100001207.1.1.31,요즘은,은,0.6666666666666666
SD2101120-SDRW2100001207.1.1.63,화장을 했는데,하을 해는데,0.42857142857142855
SD2101120-SDRW2100001208.1.1.178,아침에 시간이 없거나 저녁에 약간,그아서에 기 이 있거나 지에 어,0.5
SD2101120-SDRW2100001208.1.1.186,한번 더 먹어 봤는데 정말 맛있더라고,하 면 다 거어 는는데 제 제에 아있라고,0.6
SD2101121-SDRW2100001212.1.1.276,잔소리는 계속하지 너무 늦게까지 하니까,지서이는 게  하지 는 나게지 하니,0.5238095238095238
SD2101121-SDRW2100001213.1.1.175,너무 힘들었다는 거야 그 사람을 맞추기 위해서,나  들어 다는 거 그 그 이 다을을 아 하기 해서,0.6
SD2101121-SDRW2100001214.1.1.79,그런 게 더 힘들다는 거지 그리고 앞으로,그는 게이 이 다 들다는 거지 그니고 아에,0.4090909090909091
SD2101123-SDRW2100001218.1.1.244,아무래도 사회적 문제들이 점점 불거지고,아그데도 하이 도 이제들이 이 어지고,0.5238095238095238
SD2101124-SDRW2100001216.1.1.119,서류 분류 작업을 할 때,서을  들  제 을 하 데,0.6153846153846154
SD2101124-SDRW2100001216.1.1.156,잘 모르면서 이제 네임밸류 이런 것들만 따져서 아니면 연봉만 따져서 입사하게 되는데,그그    고면서 이제 니 이 을  이은 거들을에 다라서 아니면 면 은 다아서 이 이지하게 하는데,0.6086956521739131
SD2101124-SDRW2100001216.1.1.266,어 시 전공 시험 없을 때도 와 봤고 있을 때도 와 봤는데 나는 이제,어 지 제  지 어을 데도 어 아 고 있을 데도 가 는데 나는 이제,0.34210526315789475
SD2101124-SDRW2100001218.1.1.79,맞아 그런데 만약에 집안 형편이 안 좋은데 내가 계속 이제 병원에,어 아 그는데 어 나에에 지 아 해들이는 아 은데 가 그서  이제 그 그은에,0.6388888888888888
SD2101124-SDRW2100001218.1.1.88,그런 그러니까 물론 악용되는 거는 방지하겠지만,그어 그니가 그은  아  다는 거는 지해하게지,0.56
SD2101128-SDRW2100002308.1.1.31,어떻게 보면,어게 하면은,0.5
SD2101136-SDRW2100002316.1.1.222,살아가는데 되게 좋은 영향 끼친다고 생각해서,들아가는 데 그게 그은 그을을이 기는다고 해서,0.5
SD2101152-SDRW2100003774.1.1.255,음 나는 내가 직접 수업을 듣지 않았지만,어 나는 제가 아 지기 기을 들지 아지,0.5454545454545454
SD2101161-SDRW2100003492.1.1.96,그 버스나 이런 것도 장애인들이 이제,그 어 나 이은 거도 그 지해이들이 이제,0.45
SD2101166-SDRW2100003781.1.1.341,자동차들이 최근에 이제 1월 1일 법규 바뀐 거 보셨어요 그거,그 아 도 서들을이 제에 이제 이을 이 을  도 기 거 하이어 그거,0.6470588235294118
SD2101181-SDRW2100003793.1.1.202,진짜 그래야 오래 살지,그지아 그게 어해서 지,0.75
SD2101181-SDRW2100003794.1.1.283,주인님은 와,지이이은 아,0.6666666666666666
SD2101181-SDRW2100003796.1.1.327,그러니깐 생 생존율이 0프로야,그그니가    이 이 이 어,0.625
SD2101183-SDRW2100003794.1.1.403,감당이 안 되니까 막 많이 버린다고 하더라고,가는이 어 다니가 아 이이 들다고 하라고,0.4166666666666667
SD2101225-SDRW2100002541.1.1.35,성장을 하면서,서을 하면서,0.2857142857142857
SD2101231-SDRW2100002551.1.1.148,그리고 자극적인 만큼 관심도 많이 가고,그이 고 지 가 하  면은 도  이 가고,0.5714285714285714
SD2101231-SDRW2100002552.1.1.74,어 활용 사용하는데,어 하  이  하는데,0.5
SD2101252-SDRW2100002597.1.1.125,실제로 어떤 사람인지 모르고 가상의 인물인 거나 다름없는데,을제는 어다 는 나라 이지도 도 고 가이 이 이 거나 다은 는데,0.59375
SD2101252-SDRW2100002598.1.1.298,되게 갖고 싶어서 좀 많이 찾아 봤는데,그게 가고 있어서 지 이 아 는데,0.3333333333333333
SD2101253-SDRW2100002598.1.1.240,제트플립을 보면서 느꼈는데,이제 지 이을을 하면서 는데,0.6428571428571429
SD2101253-SDRW2100002598.1.1.265,그래도 요새 되게 고민이 많이 돼,그서 이제 데게 고이 이 해,0.4444444444444444
SD2101255-SDRW2100002269.1.1.35,얘기를 해 주는 걸 수도 있는데 이렇게,이기을 해 는 거 도 있는데 이게,0.2857142857142857
SD2101275-SDRW2100003944.1.1.148,내가 사고 낼 거 같아 남들이 사고 내는 것보단,데가 서고 을 거 아 나들이 서고 에는 거 다,0.38461538461538464
SD2101353-SDRW2100003821.1.1.276,그래서 술 취해서 버스 타고 가는데 너무 토할 거 같아 가지고,그기서 서 이해서 어 가고 가는 데 는 도  거 아 가지고,0.35294117647058826
SD2101372-SDRW2100002578.1.1.254,좀 만족할 만한 그런 게 더 많을 수도 있을 거 같아,그 면 면 면 그은 게 다 을 거도 있을 거 아,0.3793103448275862
SD2101372-SDRW2100002578.1.1.374,몰라 계속 요즘,그라 해서 이,0.625
