utt_id,ref,hyp,cer
SD2100168-SDRW2100000167.1.1.171,기분 나빴던 거 얘기하고,집은 나빴던 거 얘기하고,0.15384615384615385
SD2100168-SDRW2100000168.1.1.162,헐 근데 그건 좀 기분 나쁘다,헐 근데 그건 좀 기분 나쁘다,0.0
SD2100176-SDRW2100000175.1.1.186,더불어 사는 세상이잖아 아니 근데 세상에,더불어 사는 세상이잖아 아니 군대 세상에,0.09090909090909091
SD2100195-SDRW2100000196.1.1.80,저기 뭐야 그 사는 것도 인제 자기가 버니까 엄마한테 손 안 벌리고 애들이 전자제품도 다,저기 뭐야 그 사는 것도 인제 자기가 보니까 엄마한테 손 안 벌리고 애들이 전자 제품도 다,0.04081632653061224
SD2100207-SDRW2100000208.1.1.112,우리도 이제 아플 때는 또 아이고,우리도 이제 아플 때는 또 아이고,0.0
SD2100207-SDRW2100000208.1.1.2,스읍 버스를 탄다고 하면은,쓰버스를 탄다고 그하면은,0.2857142857142857
SD2100217-SDRW2100000217.1.1.213,항상 멍들어 가지고,항상 멍들어 가지고,0.0
SD2100217-SDRW2100000218.1.1.28,그 좌석이 좀,그 좌석이 좀,0.0
SD2100223-SDRW2100000224.1.1.380,회사에서 일 하시고 나중에 지금은 뭐,회사에서 일하시고 나중에 지금은 뭐,0.05
SD2100232-SDRW2100000231.1.1.327,오우 완전 완전 그거네,어 완전 완전 그거네,0.16666666666666666
SD2100232-SDRW2100000231.1.1.343,뭐가 슬프다,뭔가 슬프다,0.16666666666666666
SD2100284-SDRW2100000284.1.1.133,한 5시 반에 일어나 가지고 준비를 하고 나와야 되니까,한 5시 반에 일어나 가지고 준비를 하고 나와야 되니까,0.0
SD2100315-SDRW2100000316.1.1.226,맞는 거 같아,맞는 거 같아,0.0
SD2100315-SDRW2100000316.1.1.273,그 당산에서 양천 02 번을 타 그러면,그 당산에서 양천 공1번을 타 그러면,0.14285714285714285
SD2100315-SDRW2100000319.1.1.133,친구기 때문에 더 힘든 게 있다고,신곡이 때에 더 힘든 게 있다고,0.2222222222222222
SD2100346-SDRW2100000345.1.1.232,좀 더 예쁘게 아주 좀 부티나게,좀 더 예쁘게 아주 좀 부틴하게,0.11764705882352941
SD2100346-SDRW2100000345.1.1.401,롯데 음식 푸드 자주 가거든 중요한 거야 아빠가 꼭,어롯데 연드포도 자주 가거든 중앙을 예아뻐 갖고,0.5357142857142857
SD2100346-SDRW2100000346.1.1.455,아 직장은 아닌데 지방이라도 가까운 지방 경기도 어딘데,아 직장은 아닌데 지방이라도 가까운 지안 경기도 어딘데,0.03333333333333333
SD2100374-SDRW2100000373.1.1.133,그때 술 먹고,그때 술 먹고,0.0
SD2100397-SDRW2100000397.1.1.209,1등도 아니고 2등 했는데,1등도 아니고 2등 했는데,0.0
SD2100397-SDRW2100000398.1.1.207,어 막 엄청 불편했다거나 그런 경험까지는 없었던 거 같아,어 막 엄청 불편했다거나 그런 경험까지는 없었던 거 같아,0.0
SD2100399-SDRW2100000399.1.1.350,근데 솔직히 카톡을 하잖아,근데 솔직히 카톡을 하잖아,0.0
SD2100406-SDRW2100000405.1.1.259,그래서 집에 아주 잘 보관 중이거든,그래서 집에 아주 잘 보관 중이거든,0.0
SD2100432-SDRW2100000432.1.1.231,그건 매우 잘한 일이구나,그건 매우 잘란 일이구나,0.07692307692307693
SD2100470-SDRW2100000489.1.1.27,나중에 싼 걸로,나중에 싼 걸로,0.0
SD2100470-SDRW2100000490.1.1.152,그 우리 아들한테 내가 그 이야기를 했어 그러니까,그 우리 아들한텐 내가 그 이얘야기를 했어 그러니까,0.07407407407407407
SD2100470-SDRW2100000491.1.1.153,그래서 1년에 석 달씩은 꼭 해야지 하고 있는데,그래서 1년에 석 달씩간 꼭 해야지 하고 있는데,0.038461538461538464
SD2100470-SDRW2100000492.1.1.38,그 금산에 있잖아 그래서 이번에 휴가를,그 금산에 있잖아 그래 갖고 요번에 휴가를,0.19047619047619047
SD2100472-SDRW2100000494.1.1.23,그래 말투가 이상해져서 얘기하고 싶지 않지만,그래 말투가 이상해져서 얘기하고 싶지 않지만,0.0
SD2100476-SDRW2100000502.1.1.101,대신에 또 그거 급여 같은 거는 딱 보장이 돼 있는 거잖아,대신에 또 그거 급여 같은 거는 딱 보장이 돼어 있는 거잖아,0.03125
SD2100476-SDRW2100000504.1.1.160,등산이 건강에 얼마나 좋니 산 좀 가 이랬잖아,등산이 건강에 얼마나 전니 산점 가 이랬잖아,0.12
SD2100502-SDRW2100000555.1.1.8,머신 건 켈리 노랜데,머신건켈리 노랜데,0.18181818181818182
SD2100502-SDRW2100000558.1.1.328,그러면은,그러면은,0.0
SD2100503-SDRW2100000561.1.1.102,그 소스를 따로 준단 말이야 지금 내 소스 발음에 웃은 거지,그 소스를 따어 준단 말이야 지금 내 소스 발음에 웃은 거지,0.030303030303030304
SD2100503-SDRW2100000562.1.1.228,맞아 나도 근데 말티즈나 푸들이 가장,맞아 나도 근데 몰티즈나 푸들이 가자,0.1
SD2100526-SDRW2100000603.1.1.11,즘 약간의 그 좀 억세지니까 너는 옛날에 해 먹은 거 보다 더 맛있고 좋았었어,좀 약간의 그 좀 억셔지니까는 옛날에 해 먹 그 거보다 더 맛있고 좋았었어,0.16279069767441862
SD2100526-SDRW2100000603.1.1.50,응 또 그거 카드로 하면 좀 더 비싸다 길래,음 또 그거 카드로 오면 좀 더 비싸다길래,0.125
SD2100526-SDRW2100000604.1.1.345,걱정하지 마라 너무,걱정하지 말아 그럼,0.4
SD2100543-SDRW2100000639.1.1.255,말을 안 하는 것들이 훨씬 많거든요 우리끼리는 왜,말을 안 하는 것들이 훨씬 많거든요 우리끼리는 왜,0.0
SD2100543-SDRW2100000641.1.1.13,음 이 우리가 시간이 한정되어 있으니까,음 이 우리가 시간이 한정되어 있으니까,0.0
SD2100547-SDRW2100000650.1.1.108,글쎄요 지금 또 무슨 정책이 조금 뭐,지금 또 무슨 정책이 조금 뭐,0.2
SD2100547-SDRW2100000650.1.1.309,품귀 현상이니까 나왔다 하면,품기 현상이니까 나왔다 하면,0.06666666666666667
SD2100548-SDRW2100000647.1.1.133,그렇게 많은 돈을 들여서 사는 거에 대해서 어떡하냐고,그렇게 많은 돈을 들여서 사는 거에 대해서 어떡하냐고,0.0
SD2100548-SDRW2100000647.1.1.143,그래서 사람들이 인제 억 단위면 이거 세금을 내야 되지 않니,그래서 사람들이 인제 억단니면 이거 세금을 내야 되지 않니,0.06060606060606061
SD2100549-SDRW2100000654.1.1.286,먹을 수 있거든 최소 주문 금액 13000원 막 이러니까,먹을 수 있거든 최소 주문금액 만 3000원 막 이러니까,0.0967741935483871
SD2100556-SDRW2100000664.1.1.136,아닌 걸로 알고 있는데 왜냐하면 나,아는 걸로 알고 근데 왜냐하면 내가,0.2631578947368421
SD2100559-SDRW2100000672.1.1.166,나도 그냥 서울 살면서 느낀 점을 말해 보자면은,나도 그냥 서울 살면서 느낀 점을 말해 보자면은,0.0
SD2100567-SDRW2100000688.1.1.133,헤 그래서,헤 그래서,0.0
SD2100569-SDRW2100000692.1.1.2,요즘에,요즘에,0.0
SD2100570-SDRW2100000693.1.1.40,응 사람들이 많은 거 같아,응 사람들이 많은 거 같아,0.0
SD2100570-SDRW2100000693.1.1.63,근데 염따가,근데 염따가,0.0
SD2100571-SDRW2100000695.1.1.97,들 친구들 결혼식에는 본 적 없는 거 같아,때 친구들 결혼식에는 본 적 없는 거 같아,0.043478260869565216
SD2100593-SDRW2100000739.1.1.170,팁은 따로 없는데,팁은 따로 없는데,0.0
SD2100593-SDRW2100000739.1.1.198,혼자서 준비하기보다 약간 컨설팅의 도움을 받아서,혼자서 준비하기보다 약간 컨설팅의 도움을 받아서,0.0
SD2100593-SDRW2100000739.1.1.275,워라밸이 가장 중요한 거긴 하지만 나도 너랑 마찬가지로,워라밸이 가장 중요한 거긴 하지만 나도 너랑 마찬가지로,0.0
SD2100606-SDRW2100000762.1.1.73,프로그램은 많으니까,프로그램은 많으니까,0.0
SD2100606-SDRW2100000765.1.1.167,좀 많이 춥지 않을까,좀 많이 춥지 않을까,0.0
SD2100629-SDRW2100000810.1.1.2,두부랑 오빠 이제,두부랑 오빠가 이제,0.1111111111111111
SD2100629-SDRW2100000813.1.1.157,그것도 일종의 회사라고 볼 수 있겠지 사람이 적지 않으니까,그것도 일종에 회사라고 볼 수 있겠지 사람이 적지 않으니까,0.03125
SD2100629-SDRW2100000813.1.1.93,남들의 시선에,남들의 시선에,0.0
SD2100636-SDRW2100000825.1.1.229,사회의 모든 것들이 그 사람에게,사회적인 모든 것들이 그 사람에게,0.11764705882352941
SD2100636-SDRW2100000825.1.1.50,그냥 끝내고 싶어 하는 그런 것도 있지 않을까,그냥 끝내고 싶어 하는 그런 것도 있지 않을까,0.0
SD2100642-SDRW2100000837.1.1.120,그리,그리,0.0
SD2100643-SDRW2100000839.1.1.5,정해인 알지 당연히,정해 나지 상연히,0.3
SD2100643-SDRW2100000840.1.1.192,고양이 밥 많이 줘,고양이 밥 많이 줘,0.0
SD2100643-SDRW2100000840.1.1.26,근데 난 반대로 강아지를 키우고 있으니까 고양이가 키우고 싶었는데,근데 난 반대로 강아지를 키우고 있으니까 고양이가 키우고 싶던데,0.05555555555555555
SD2100651-SDRW2100000854.1.1.40,만남들이 많이 예,만남들이 많이 에,0.1111111111111111
SD2100664-SDRW2100000875.1.1.377,이게 좀 계속,이게 좀 계속,0.0
SD2100664-SDRW2100000877.1.1.23,길 어떤 긴 내가 아무것도 안 하고 오,길 어떤 긴 내가 아무것도 안 하 거 올,0.14285714285714285
SD2100667-SDRW2100000884.1.1.183,그 수업을 하필 내가 들어가서,그 수업을 화필 내가 들어가서,0.0625
SD2100667-SDRW2100000885.1.1.79,그 내공이 확실히,그 내 공이 확실히,0.1111111111111111
SD2100687-SDRW2100000926.1.1.172,근데 우리가 만약에,근데 우리가 만약에,0.0
SD2100687-SDRW2100000926.1.1.242,이제 사람과 사람에 있어서 이제,이제 사람과 사람에 있어서 이제,0.0
SD2100691-SDRW2100000931.1.1.220,내 앞에서 막 지나가니까,내 앞에서 막 지나가니까,0.0
SD2100691-SDRW2100000932.1.1.249,물어 보시고,물어보시고,0.16666666666666666
SD2100691-SDRW2100000932.1.1.79,안정된 직장,안동된 직장,0.16666666666666666
SD2100707-SDRW2100000962.1.1.93,하나둘씩 인제 안 좋은 곳이 발견이 되더라고,하나 둘씩 인제 안 좋은 곳이 발견이 되더라고,0.041666666666666664
SD2100707-SDRW2100000963.1.1.254,내가 진짜 책임지지 못할 바에야,내가 진짜 책임지지 못할 바에요,0.058823529411764705
SD2100707-SDRW2100000964.1.1.242,열심히 했잖어 뭐 한 아이는,열심히 했잖아 뭐 하 나인은,0.3333333333333333
SD2100707-SDRW2100000964.1.1.249,얘네들이 어릴 때 뭐 젊을 때,얘네들이 어릴 때 뭐 젊을 때,0.0
SD2100725-SDRW2100000997.1.1.196,이쪽이 떨어지면,이쪽에 떨어지면,0.125
SD2100725-SDRW2100000999.1.1.297,걔네가 인제 그게 실화래,걔네가 인제 그게 싫화래,0.07692307692307693
SD2100730-SDRW2100001305.1.1.308,그쪽에는 형부가,그쪽에는 형부가,0.0
SD2100734-SDRW2100001315.1.1.81,그게 보통 일이 아닌 거 같아,그래 보통 일이 아닌 거 같아,0.0625
SD2100765-SDRW2100001377.1.1.216,제 동생이랑 만난지 한 2년 아직 안 됐는데,제 동생이랑 만나지 한아 2년 아직 안 됐는데,0.08333333333333333
SD2100765-SDRW2100001378.1.1.151,와 멋있다,와 멋있다,0.0
SD2100765-SDRW2100001379.1.1.178,아니라고 보거든요,아니라고 보거든요,0.0
SD2100782-SDRW2100001408.1.1.205,투자를 하는 게 맞다고 생각을 하,이렇게 투자를 하는 게 맞다고 생각,0.3888888888888889
SD2100782-SDRW2100001409.1.1.261,그런 거 보니까 요새는,그런 거 보니까 요새는,0.0
SD2100782-SDRW2100001410.1.1.44,그래서 저는 어떻게든,그래서 저는 어떻게든,0.0
SD2100788-SDRW2100001422.1.1.171,건너게 하고,건너게 하고,0.0
SD2100788-SDRW2100001422.1.1.238,강아지들을 생각하면,강아지들을 생각하면,0.0
SD2100788-SDRW2100001423.1.1.168,근데 나는,근데 나는,0.0
SD2100795-SDRW2100001437.1.1.242,프랑스에서는 지하철 자체를,프랑스에서는 지하철 자체를,0.0
SD2100795-SDRW2100001438.1.1.151,해소하는 데는 도움이 될 수 있을지도 몰라,해소하는 데는 도움이 될 수 있을지도 몰라,0.0
SD2100812-SDRW2100001469.1.1.20,학교를,중학교,0.6666666666666666
SD2100812-SDRW2100001469.1.1.275,있었다,있었다,0.0
SD2100824-SDRW2100001492.1.1.88,돌아가면서 한 번씩,돌아가면서 한 번씩,0.0
SD2100824-SDRW2100001492.1.1.96,그,그,0.0
SD2100824-SDRW2100001495.1.1.112,그래서,그래서,0.0
SD2100824-SDRW2100001495.1.1.270,그,그,0.0
SD2100836-SDRW2100003316.1.1.133,선택을 내리시는 분이,선택을 내리시는 분이,0.0
SD2100836-SDRW2100003318.1.1.317,내가 생각하기로는 모든 수술은 사실,내가 생각하기로는 모든 수술은 사실,0.0
SD2100851-SDRW2100003351.1.1.134,어 나쁘지 않다 생각하지만,어 나쁘지 않다 생각하지만,0.0
SD2100852-SDRW2100003348.1.1.154,최근에,최근에,0.0
SD2100852-SDRW2100003351.1.1.153,거기 자동차 밑에 고양이 밥 그릇이,거기 자동차 밑에 고양이 밥 그릇이,0.0
SD2100889-SDRW2100003412.1.1.253,우리 반은 열여덟 명인가 그 정도 될 꺼야,우리 반은 1여덟 명인가 학정도 일 거야,0.21739130434782608
SD2100903-SDRW2100003442.1.1.65,그 요즘에 그런 엄청난 좋은 스마트폰이 아니라,그 요즘에 그런 엄청난 좋은 스마트폰이 아니라,0.0
SD2100914-SDRW2100003459.1.1.161,그래서 이제 그것 때문에 한번,그래서 인제 그것 때문에 한번,0.0625
SD2100914-SDRW2100003462.1.1.295,약간 그런 부분도 있을 수도 있고,약간 그런 부분도 있을 수도 있고,0.0
SD2100928-SDRW2100004001.1.1.184,어,어,0.0
SD2100928-SDRW2100004001.1.1.279,어 그렇다 그러면 하나의,어 그렇다 그러면 하나에,0.07692307692307693
SD2100946-SDRW2100004036.1.1.79,좀 몸에 무리가 올 때도 있기는 해,좀 몸에 무리가 올 때도 있기는 해,0.0
SD2100946-SDRW2100004036.1.1.8,지금 건강에 대해서 더 많이 신경을 쓰고 있는데,지금 건강에 대해서 더 많이 신경을 쓰고 있는데,0.0
SD2100946-SDRW2100004037.1.1.324,시시 티브이가 필요하지 않을까라고 생각을 해,시시티브이가 필요하지 않을까라고 생각을 해,0.041666666666666664
SD2100946-SDRW2100004038.1.1.121,또는 뭐 정말,또는 뭐 정말,0.0
SD2100948-SDRW2100004039.1.1.50,한 40분 정도를 더 걷게 되고 그게 한 5 6000보 되는,한 40분 정도를 더 걷게 되고 그것이 한 5 6000보대는,0.12121212121212122
SD2100948-SDRW2100004039.1.1.83,7층은 좀 무슨 일을 마치고 가니까 버거워서,7천0은 좀 무엇슨 이런 맞치고 가니까 버거서,0.2916666666666667
SD2100959-SDRW2100004107.1.1.114,그러고 나서 이제 진짜로 이제 알고,그러고 나서 이제 진짜로 이제 알고,0.0
SD2100972-SDRW2100002556.1.1.121,안 읽으면 되는 거고 그러면 그 사람들은 안 쓰게 되지 않을까,안 읽으면 되는 거고 그러면은 그 사람들은 안 쓰게 되지 않을까,0.029411764705882353
SD2100973-SDRW2100003833.1.1.135,노래방에서는 주로 무슨 노래 부르지,노래방에서는 주로 무슨 노래 부르지,0.0
SD2100977-SDRW2100004142.1.1.187,일하는 사람들이다 보니까,일하는 사람들이다 보니까,0.0
SD2100980-SDRW2100004147.1.1.56,렌탈 응 제주도에서 렌탈,어 제주도에서 렌트,0.38461538461538464
SD2100992-SDRW2100004289.1.1.131,어 원래는 이제 내가 으 워너원을 이제 내가,어 원래는 이제 내가  워너원을 이제 내가,0.041666666666666664
SD2100992-SDRW2100004289.1.1.213,어 그에 맞는 비난을 받아야 된다고 생각을 해,어 그에 맞는 비난을 받아야 된다고 생각을 해,0.0
SD2101008-SDRW2100001013.1.1.25,캐나다는 이제 모집하는 기간도 딱딱 있고,새나다는 이제 모집하는 기간도 딱딱 있고,0.045454545454545456
SD2101008-SDRW2100001058.1.1.103,그 인식이 지금까지 왔는데 그,그 인식이 지금까지 왔는데 그,0.0
SD2101017-SDRW2100001021.1.1.3,누가 기대 돼,누가 기대돼,0.14285714285714285
SD2101017-SDRW2100001022.1.1.131,name1이는 애들이랑 연락 안 할 걸 나랑만 할 걸,name1이도 애들이랑 연락 하는 걸 나랑만 할 걸,0.13793103448275862
SD2101018-SDRW2100001022.1.1.239,하루 종일 하는 거래,하루 종일라는 거래,0.18181818181818182
SD2101018-SDRW2100001022.1.1.395,잘 나오는 시간에 많이 잡아야지,잘 나오는 시간에 많이 잡아야지,0.0
SD2101018-SDRW2100001024.1.1.310,나도 몰랐지,나도 몰랐지,0.0
SD2101022-SDRW2100001030.1.1.303,열심히 안 해서 그런가 봐 name1아,열심히 안 해서 그런가 봐 name1아,0.0
SD2101022-SDRW2100001031.1.1.194,아닐까 어떻게 생각해 name아,아닐까 어떻게 생각해 name1,0.058823529411764705
SD2101026-SDRW2100001037.1.1.388,x 좋은 거 같아요 그런,그 좋은 거 같아요 그런,0.07692307692307693
SD2101027-SDRW2100001041.1.1.221,예쁜 거 있으면 집안도 꾸미고 싶고,예쁜 거 있으면 집안도 꾸미고 싶고,0.0
SD2101027-SDRW2100001044.1.1.319,친구들도,친구들도,0.0
SD2101035-SDRW2100001060.1.1.198,name2 교수님 같은 경우도 좀,name1 교수님 같은 경우도 좀,0.05555555555555555
SD2101035-SDRW2100001060.1.1.23,고르려고 하고 있어,호르라고 하고 있어,0.2
SD2101038-SDRW2100001061.1.1.393,그거 쉬웠던 거 같은데 내 기억에,그거 쉬웠던 거 같은데 내 기억에,0.0
SD2101038-SDRW2100001062.1.1.418,어 너 진짜 어울리겠다,어 너 진짜 어울리겠다,0.0
SD2101038-SDRW2100001063.1.1.230,존댓말 쓰는 것도 싫긴 한데,존댓말 쓰는 것도 싫긴 한데,0.0
SD2101055-SDRW2100001100.1.1.179,라는 걸 알 수 있도록,라는 걸 알 수 있도록,0.0
SD2101055-SDRW2100001100.1.1.385,그래 가지고,그래 가지고,0.0
SD2101086-SDRW2100001160.1.1.233,가졌잖아,가졌잖아,0.0
SD2101086-SDRW2100001160.1.1.288,정확히 뭘 뭘 말하는 거야,정확히 뭘 뭘 말하는 거야,0.0
SD2101086-SDRW2100001160.1.1.55,멀리 봤을 때는 좀 괜찮지 않나,멀리 봤을 때는 좀 괜찮지 않나,0.0
SD2101088-SDRW2100001166.1.1.21,어 어느 정도 인제 미디어 노출하고,어어느 정도 인제 미디어 노출하고,0.05263157894736842
SD2101088-SDRW2100001166.1.1.22,같이 보는 것도 공유하고 게임도 공유를 하고,같이 보는 것도 공유하고 게임도 공유를 하고,0.0
SD2101088-SDRW2100001166.1.1.96,지금 세대에는 스마트폰을 많이 이용하고 있기 때문에,지금 세대에는 스마트폰을 많이 이용하고 있기 때문에,0.0
SD2101092-SDRW2100001171.1.1.73,굉장히 좋아해서 오늘도,굉장히 좋아해서 오늘도,0.0
SD2101092-SDRW2100001174.1.1.165,저는 일거수일투족이 너무나,저는 일거수 일투족이 너무나,0.07142857142857142
SD2101094-SDRW2100001176.1.1.3,우리가 살아가면서 그래도 참 재미를 느낄 수 있는 거,우리가 살아가면서 그래도 참 재미를 느낄 수 있는 거,0.0
SD2101100-SDRW2100001188.1.1.239,본인이 싫어도,본인이 싫어도,0.0
SD2101100-SDRW2100001190.1.1.111,뭐 중독될까 봐 하지 말아야 된다고 하면,뭐 중독 될까 봐 하지 말아야 된다고 하면,0.045454545454545456
SD2101120-SDRW2100001207.1.1.2,학교 선생님의 장점과,학교 선생님의 장점과,0.0
SD2101120-SDRW2100001207.1.1.246,영양사님이 바뀌고,영양사님이 바뀌고,0.0
SD2101120-SDRW2100001207.1.1.31,요즘은,요즘은,0.0
SD2101120-SDRW2100001207.1.1.63,화장을 했는데,화장을 했는데,0.0
SD2101120-SDRW2100001208.1.1.178,아침에 시간이 없거나 저녁에 약간,아침에 시간이 없거나 저녁에 약간,0.0
SD2101120-SDRW2100001208.1.1.186,한번 더 먹어 봤는데 정말 맛있더라고,한번 더 먹어 봤는데 정말 맛있더라고,0.0
SD2101121-SDRW2100001212.1.1.276,잔소리는 계속하지 너무 늦게까지 하니까,잔소리는 계속하지 너무 늦게까지 하니까,0.0
SD2101121-SDRW2100001213.1.1.175,너무 힘들었다는 거야 그 사람을 맞추기 위해서,너무 힘들어었다는 거야 그 사람을 맞추기 위해서,0.04
SD2101121-SDRW2100001214.1.1.79,그런 게 더 힘들다는 거지 그리고 앞으로,그런 게 더 힘들다는 거지 그리고 앞으로,0.0
SD2101123-SDRW2100001218.1.1.244,아무래도 사회적 문제들이 점점 불거지고,아무래도 사회적 문제들이 점점 붉어지고,0.09523809523809523
SD2101124-SDRW2100001216.1.1.119,서류 분류 작업을 할 때,서류 분류 작업을 할 때,0.0
SD2101124-SDRW2100001216.1.1.156,잘 모르면서 이제 네임밸류 이런 것들만 따져서 아니면 연봉만 따져서 입사하게 되는데,잘 모르면서 이제 네임밸로 이런 것들만 따져서 아니면 연봉만 따아서 입사하게 되는데,0.043478260869565216
SD2101124-SDRW2100001216.1.1.266,어 시 전공 시험 없을 때도 와 봤고 있을 때도 와 봤는데 나는 이제,어 시 전공장 없을 때도 와 봤고 이술에 더 봤은데 나는 이제,0.2631578947368421
SD2101124-SDRW2100001218.1.1.79,맞아 그런데 만약에 집안 형편이 안 좋은데 내가 계속 이제 병원에,맞아 그런데 만약에 집안 형편는 안 좋은데 내가 계속 이제 병원에,0.027777777777777776
SD2101124-SDRW2100001218.1.1.88,그런 그러니까 물론 악용되는 거는 방지하겠지만,그런 그러니까 물론 악용되는 거는 방지하겠지만,0.0
SD2101128-SDRW2100002308.1.1.31,어떻게 보면,어떻 보면은,0.3333333333333333
SD2101136-SDRW2100002316.1.1.222,살아가는데 되게 좋은 영향 끼친다고 생각해서,살아가는 데 되게 좋은 영향 끼친다고 생각해서,0.041666666666666664
SD2101152-SDRW2100003774.1.1.255,음 나는 내가 직접 수업을 듣지 않았지만,음 나는 내가 직접 수업을 듣지 않았지만,0.0
SD2101161-SDRW2100003492.1.1.96,그 버스나 이런 것도 장애인들이 이제,그 버스나 이런 것도 장애인들이 이제,0.0
SD2101166-SDRW2100003781.1.1.341,자동차들이 최근에 이제 1월 1일 법규 바뀐 거 보셨어요 그거,자동차들 최근에 이제 1월 1일 법규 바뀐 거 보셨어요 그거,0.029411764705882353
SD2101181-SDRW2100003793.1.1.202,진짜 그래야 오래 살지,그짜 그래 오래 살지,0.16666666666666666
SD2101181-SDRW2100003794.1.1.283,주인님은 와,주인님은 와,0.0
SD2101181-SDRW2100003796.1.1.327,그러니깐 생 생존율이 0프로야,그러니까 생 생존율이 0포야,0.1875
SD2101183-SDRW2100003794.1.1.403,감당이 안 되니까 막 많이 버린다고 하더라고,감당이 안 되니까 막 많이 버린다고 하더라고,0.0
SD2101225-SDRW2100002541.1.1.35,성장을 하면서,성장을 하면서,0.0
SD2101231-SDRW2100002551.1.1.148,그리고 자극적인 만큼 관심도 많이 가고,그리고 자극적인 만큼 관심도 많이 가고,0.0
SD2101231-SDRW2100002552.1.1.74,어 활용 사용하는데,어활용 사용을 하는데,0.3
SD2101252-SDRW2100002597.1.1.125,실제로 어떤 사람인지 모르고 가상의 인물인 거나 다름없는데,실제로 어떤 사람인지도 모르고 가상의 인물인 거나 다름없는데,0.03125
SD2101252-SDRW2100002598.1.1.298,되게 갖고 싶어서 좀 많이 찾아 봤는데,되게 갖고 싶어서 좀 많이 찾아봤는데,0.047619047619047616
SD2101253-SDRW2100002598.1.1.240,제트플립을 보면서 느꼈는데,제트플립을 보면서 느꼈는데,0.0
SD2101253-SDRW2100002598.1.1.265,그래도 요새 되게 고민이 많이 돼,그래서 요새 되게 고민이 많이 돼,0.05555555555555555
SD2101255-SDRW2100002269.1.1.35,얘기를 해 주는 걸 수도 있는데 이렇게,얘기를 해 주는 걸 수도 있는데 이렇게,0.0
SD2101275-SDRW2100003944.1.1.148,내가 사고 낼 거 같아 남들이 사고 내는 것보단,내가 사고 낼 거 같아 남들이 사고 내는 거보단,0.038461538461538464
SD2101353-SDRW2100003821.1.1.276,그래서 술 취해서 버스 타고 가는데 너무 토할 거 같아 가지고,그래서 술취해서 버스 타고 가는데 너무 토할 거 같아 가지고,0.029411764705882353
SD2101372-SDRW2100002578.1.1.254,좀 만족할 만한 그런 게 더 많을 수도 있을 거 같아,좀 만족할 만한 그런 게 더 많을 수도 있을 거 같아,0.0
SD2101372-SDRW2100002578.1.1.374,몰라 계속 요즘,몰라 계속 요즘,0.0
SD2101376-SDRW2100002581.1.1.173,몽환 이런 느낌도 있고,몽간 이런 느낌도 있고,0.08333333333333333
